Time To Mat,Call Price,Spot Price,Realized Volatility,Implied Volatility
1.08009,244.751,1167.05,0.125882,nan
1.08008,244.399,1166,0.119676,nan
1.08008,243.994,1166.08,0.118317,nan
1.08008,244.394,1166,0.111563,nan
1.08007,243.25,1162.03,0.113269,nan
1.08007,240.125,1162.12,0.110729,nan
1.08007,240.12,1161.75,0.110585,nan
1.08007,240.5,1162.25,0.109984,nan
1.08007,248.5,1160.78,0.110198,nan
1.08006,243.209,1161.75,0.109637,nan
1.08006,243.149,1161.53,0.109221,nan
1.08006,242.625,1160.78,0.109197,nan
1.08006,247.5,1160.55,0.108788,nan
1.08005,241.661,1164,0.110451,nan
1.08005,241.305,1163.4,0.110433,nan
1.08005,249,1162,0.110624,nan
1.08004,249.75,1160.9,0.110734,nan
1.08004,239,1161.25,0.110735,nan
1.08004,237.5,1160.1,0.109815,nan
1.08003,249.999,1162.8,0.110779,nan
1.08003,240,1163.5,0.110521,nan
1.08003,242.3,1164,0.110581,nan
1.08003,243.875,1168.75,0.113728,nan
1.08003,242,1168,0.113452,nan
1.08002,241.5,1167.25,0.113474,nan
1.08002,243.081,1166.5,0.1134,nan
1.08002,242.956,1166,0.1134,nan
1.08002,249.999,1165,0.113423,nan
1.08001,242.481,1164.5,0.113437,nan
1.08001,249.5,1165.53,0.113477,nan
1.08001,242.399,1166.5,0.112946,nan
1.08,242.895,1166,0.112804,nan
1.08,243.286,1166.22,0.111572,nan
1.07999,242.769,1165.5,0.111582,nan
1.07998,247.5,1165.53,0.111584,nan
1.07998,240,1165.03,0.11158,nan
1.07997,249.999,1166.25,0.111731,nan
1.07997,241.7,1167.25,0.111172,nan
1.07997,241.75,1168.55,0.111409,nan
1.07996,246.105,1168.5,0.111374,nan
1.07995,248.161,1169,0.111362,nan
1.07995,247.322,1169.5,0.110732,nan
1.07995,247.7,1169,0.110632,nan
1.07994,249.95,1169.53,0.108409,nan
1.07994,243,1169.55,0.108406,nan
1.07994,244,1170.97,0.108681,nan
1.07993,249,1170.55,0.108699,nan
1.07993,246.899,1171,0.108732,nan
1.07993,246.827,1173,0.109223,nan
1.07992,247.667,1172.97,0.109081,nan
1.07992,248.26,1174.5,0.109116,nan
1.07992,248.038,1174.75,0.109093,nan
1.07992,248.496,1175.25,0.108453,nan
1.07991,249.5,1174.8,0.108075,nan
1.07991,248.219,1174.78,0.105905,nan
1.07991,249.5,1172.97,0.106301,nan
1.0799,249.6,1170.47,0.106749,nan
1.0799,248.5,1169.03,0.105008,nan
1.0799,247.171,1170.47,0.105166,nan
1.0799,247.153,1169.5,0.104633,nan
1.0799,237.5,1169.5,0.103629,nan
1.07988,246.798,1169.5,0.103245,nan
1.07987,246.55,1169.47,0.0993653,nan
1.07987,247.263,1169.53,0.0993073,nan
1.07987,246.145,1169.75,0.0989487,nan
1.07987,246.111,1170.97,0.0976602,nan
1.07985,243.75,1171.22,0.0972887,nan
1.07985,244,1171.78,0.0970698,nan
1.07984,244,1172.25,0.096975,nan
1.07983,244,1172.5,0.0969861,nan
1.07982,245,1174.25,0.0969928,nan
1.07982,249.899,1171.5,0.0979422,nan
1.07982,247.754,1173,0.0981968,nan
1.07981,249.999,1172.5,0.0979618,nan
1.07981,249.999,1173.5,0.0977324,nan
1.07979,253,1173.5,0.0972445,nan
1.07979,249.999,1172.5,0.097346,nan
1.07979,248.109,1173.47,0.0974755,nan
1.07978,249.999,1172.85,0.0960828,nan
1.07977,245.66,1172.5,0.0960886,nan
1.07977,244,1172.4,0.0960864,nan
1.07976,244.85,1173.47,0.0962983,nan
1.07976,248.04,1173.22,0.0962991,nan
1.07976,248.019,1173.25,0.0963,nan
1.07976,249.041,1173,0.0756483,nan
1.07976,247.787,1173.75,0.0757149,nan
1.07975,249.029,1174.45,0.0725059,nan
1.07975,246,1174.7,0.0711773,nan
1.07974,250.9,1175.38,0.0712543,0.108478
1.07973,247,1176.53,0.0706679,nan
1.07973,252.999,1176.97,0.0707006,nan
1.07973,252.75,1176.5,0.0689302,nan
1.07972,252.999,1177,0.0689782,nan
1.07972,253,1176.5,0.0689853,nan
1.07972,249,1177.5,0.069186,nan
1.07971,249.9,1178.55,0.0693927,nan
1.0797,247.9,1178.53,0.0693927,nan
1.0797,246.75,1176.5,0.0700401,nan
1.0797,250.999,1177.5,0.0698954,nan
1.0797,251,1176.5,0.0684842,nan
1.07968,253,1176.97,0.068381,nan
1.07968,252.999,1176.75,0.0676888,nan
1.07968,253,1176.72,0.0674379,nan
1.07968,248.75,1176.5,0.0671614,nan
1.07965,246.75,1179,0.0669561,nan
1.07964,251.999,1178.5,0.0670331,nan
1.07963,252,1178.85,0.0666323,nan
1.07963,251.999,1179,0.0663522,nan
1.07962,252.499,1178.97,0.0663562,nan
1.07962,252.5,1178.95,0.0657394,nan
1.07962,252.499,1178.25,0.0657156,nan
1.0796,251.909,1175.5,0.0674725,nan
1.07959,251.909,1176.5,0.0676466,nan
1.07959,251.67,1176,0.0665531,nan
1.07958,251.669,1173.5,0.0678684,nan
1.07958,251.67,1169.58,0.0709072,inf
1.07958,251.669,1170.75,0.0711721,nan
1.07958,250.124,1171.25,0.0712117,nan
1.07957,251.192,1171.75,0.0678022,0.113605
1.07957,247.75,1172,0.0678079,nan
1.07957,247.75,1169.5,0.0691719,nan
1.07957,248.25,1171.47,0.0698877,nan
1.07956,235,1166.47,0.0745755,nan
1.07956,246.75,1165.03,0.0748374,nan
1.07956,233.5,1164.55,0.0748743,nan
1.07956,241,1169.97,0.080185,nan
1.07956,246.75,1164.53,0.0855175,nan
1.07955,241,1164.03,0.083511,nan
1.07955,240.945,1164.5,0.0834855,nan
1.07953,231,1164.5,0.0831314,nan
1.07952,228.5,1162,0.0840251,nan
1.07952,229,1158.5,0.0861222,nan
1.07952,228.5,1151.97,0.0929089,nan
1.07748,228.5,1151.97,0.091672,nan
1.07745,234.501,1180.5,0.179311,nan
1.07745,244.5,1178.5,0.179665,nan
1.07745,244.5,1177.5,0.177996,nan
1.07745,245,1174.03,0.178952,nan
1.07744,244.5,1171.25,0.179542,nan
1.07744,244.5,1172,0.179531,nan
1.07744,244.5,1172.42,0.179518,nan
1.07743,239.674,1170,0.179922,nan
1.07743,236.799,1167.3,0.180504,nan
1.07742,244,1166.92,0.180434,nan
1.07742,244.4,1166.17,0.180404,nan
1.07742,242.695,1166.67,0.180403,nan
1.07742,240.541,1166.75,0.1804,nan
1.07742,240.257,1167.25,0.180375,nan
1.07741,238.92,1166.75,0.180397,nan
1.07741,238.75,1167,0.18038,nan
1.07741,238.425,1166.75,0.180266,nan
1.07741,237.721,1167.28,0.180207,nan
1.07739,242,1165.97,0.180203,nan
1.07739,240.5,1165.65,0.18021,nan
1.07739,242,1164.5,0.180289,nan
1.07732,231.05,1157.7,0.183931,nan
1.07732,233,1158.7,0.184015,nan
1.07732,231.05,1158.25,0.183995,nan
1.07731,231.05,1154.28,0.185194,nan
1.07731,231,1153.28,0.18506,nan
1.07731,231.05,1152.25,0.185115,nan
1.07729,230.495,1150.75,0.185229,nan
1.07729,215,1149.75,0.184906,nan
1.07727,214.95,1141.75,0.189779,nan
1.07727,215,1138.5,0.190231,0.197575
1.07727,207.5,1145.97,0.194971,0.20601
1.07726,207.5,1141.5,0.196301,nan
1.07726,207.5,1143.5,0.196703,nan
1.07726,205.001,1142.5,0.196738,nan
1.07725,202.501,1141.75,0.196587,0.211002
1.07725,202.501,1142.05,0.196243,0.21125
1.07725,202.001,1141.05,0.19618,0.209996
1.07725,202.001,1138.57,0.196345,nan
1.07725,199.001,1136.9,0.196463,0.210143
1.07724,199.001,1140.55,0.197651,nan
1.07723,199.002,1140,0.197653,nan
1.07723,199.001,1142.25,0.19813,0.20999
1.07722,199.002,1142.95,0.198191,nan
1.07722,202.002,1148.25,0.200485,0.214574
1.07722,204.5,1151.22,0.201087,0.205771
1.07721,204.5,1148.9,0.201417,0.215238
1.07721,212,1146.05,0.201898,nan
1.07718,214.5,1150.5,0.203478,nan
1.07716,215,1146,0.204823,nan
1.0771,217,1148.53,0.205105,nan
1.0771,218,1150.05,0.204869,nan
1.07707,217,1150.25,0.204677,nan
1.07704,215,1147.53,0.205137,nan
1.0769,212,1138.03,0.21127,nan
1.0769,215,1138.72,0.211337,nan
1.07689,212,1138.5,0.211304,0.222915
1.07687,207,1133.8,0.212585,0.226854
1.07686,204.55,1131.25,0.212933,0.2188
1.07685,204.5,1123.03,0.217399,0.22989
1.07684,204.451,1126.62,0.218551,0.232867
1.07683,204.401,1121.78,0.219811,0.227212
1.07682,204.5,1123.47,0.220135,0.232289
1.07682,192.5,1126,0.220738,0.229918
1.07681,193,1127,0.220876,0.231586
1.07681,193.5,1125.5,0.220871,0.228148
1.07679,193,1125.2,0.220788,0.228844
1.07677,193.5,1117,0.225009,0.226004
1.07671,268.5,1132.5,0.242025,nan
1.07475,260,1132.47,0.241893,nan
1.07471,257.5,1088.45,0.345597,nan
1.07471,255,1092.5,0.346696,0.35183
1.0747,177.5,1101.5,0.35107,0.361567
1.0747,259.95,1097.5,0.351593,0.358606
1.0747,260.95,1088.03,0.355087,0.366719
1.07469,250.84,1089.9,0.355272,0.365007
1.07469,171.84,1090.12,0.355292,0.363367
1.07468,251.79,1099.85,0.360266,0.366246
1.07467,251.792,1095.85,0.360656,0.370226
1.07467,246.84,1096.12,0.360695,0.371303
1.07467,250.84,1098,0.360936,0.376516
1.07466,248.55,1097.95,0.360944,0.370575
1.07466,248.575,1098.25,0.360967,0.370979
1.07466,249.075,1098.45,0.360992,0.370154
1.07465,222.075,1103.47,0.362049,0.370702
1.07465,194.575,1103.97,0.362107,0.367715
1.07465,175.05,1103.97,0.362083,0.366717
1.07465,175.55,1108.93,0.363445,0.372967
1.07464,180,1107.95,0.363436,0.375504
1.07464,180,1109,0.363543,0.375504
1.07464,180.05,1110.5,0.363736,0.379444
1.07464,182.55,1110.25,0.363558,0.373598
1.07463,182.7,1110.2,0.363469,0.372815
1.07463,182.5,1108.75,0.363503,0.370907
1.07463,184,1108.4,0.363361,0.378638
1.07461,181.5,1098.5,0.366814,0.369331
1.07461,180,1096.55,0.366761,0.376845
1.07461,182.5,1095.7,0.366708,0.381331
1.0746,183.25,1097.5,0.366921,0.382146
1.0746,171,1096.75,0.366888,0.375011
1.07459,183.95,1096.78,0.366774,0.379783
1.07458,173.5,1098.95,0.366851,0.372141
1.07458,183.95,1102.25,0.366763,0.376179
1.07458,184,1100.62,0.366785,0.373452
1.07456,185,1103.45,0.367289,0.375388
1.07455,173.5,1098,0.366911,0.371746
1.07454,185,1096.25,0.366047,0.376579
1.07454,172.5,1095.92,0.366049,0.380225
1.07452,171.5,1091.75,0.366581,0.376379
1.07452,167.55,1091.33,0.366565,0.374351
1.07452,166,1091.83,0.366483,0.378692
1.0745,166,1091.5,0.366152,0.378692
1.0745,167.25,1090.83,0.36471,0.373455
1.0745,179.75,1088.75,0.364806,0.373369
1.07449,179.25,1087.6,0.328769,0.373043
1.07449,182.2,1087.55,0.328738,0.340825
1.07449,179.65,1087.58,0.328768,0.335061
1.07448,179.5,1086.5,0.328462,0.333898
1.07448,180,1087.97,0.328534,0.334276
1.07447,180.25,1089.5,0.328687,0.336072
1.07447,181.5,1091.38,0.328962,0.336212
1.07446,181.5,1092.57,0.329011,0.336212
1.07446,182.45,1096.65,0.329944,0.342448
1.07446,183,1097.25,0.330013,0.343918
1.07446,182.45,1098,0.330102,0.334755
1.07445,182.5,1098.45,0.330099,0.335487
1.07445,182.5,1098,0.330079,0.33481
1.07445,185,1102.22,0.331168,0.335235
1.07444,182.5,1097.25,0.332129,0.335829
1.07444,183,1097,0.332101,0.347912
1.07443,183,1104.53,0.335314,0.347416
1.07441,182.951,1110.97,0.337597,0.340302
1.07441,188.5,1110.75,0.337573,0.343238
1.07441,185,1107,0.338081,0.3457
1.07441,185,1104.88,0.338191,0.343509
1.0744,185.001,1108.62,0.337305,0.349392
1.0744,184.951,1109.22,0.337263,0.348646
1.0744,185.001,1108.72,0.337264,0.347688
1.07438,184.951,1104.58,0.337382,0.353242
1.07438,185,1103.62,0.337382,0.351931
1.07438,185.001,1107.03,0.338065,0.345348
1.07437,185.001,1116.25,0.34234,0.349047
1.07436,186.55,1132.97,0.355268,0.356494
1.07436,186.8,1127.5,0.353877,0.361454
1.07436,186.3,1122.4,0.354553,0.363655
1.07435,186.25,1121.25,0.352066,0.363348
1.07435,186.5,1119.75,0.351354,0.367188
1.07434,186.55,1122.5,0.351534,0.358177
1.07434,189.5,1122.55,0.351507,0.363416
1.07433,187.5,1111.45,0.356827,0.362739
1.07432,187.45,1112,0.356843,0.362622
1.07431,187.45,1110.5,0.356889,0.362622
1.0743,186.5,1106.5,0.357313,0.36834
1.0743,186.5,1103.17,0.357652,0.364182
1.0743,186.5,1101.03,0.357127,0.373343
1.07429,186.5,1103.28,0.35743,0.36396
1.07429,186.5,1103.5,0.357158,0.364903
1.07429,186.45,1104.55,0.357199,0.366053
1.07427,186,1104.22,0.355833,0.366696
1.07426,186,1103,0.355379,0.366696
1.07425,186.5,1103.22,0.355243,0.360379
1.07423,186.5,1103.83,0.35503,0.361008
1.07423,184,1104.75,0.35411,0.367826
1.07422,181.95,1102.25,0.3536,0.367028
1.07421,182,1101.5,0.353239,0.364764
1.07421,181.95,1102.25,0.353139,0.365282
1.0742,179.5,1101.05,0.35315,0.36902
1.07413,177.001,1094.25,0.354819,0.364752
1.07411,175.001,1094.1,0.351277,0.360838
1.0741,175.001,1095.5,0.351374,0.360838
1.07407,175.5,1098.28,0.351835,0.358979
1.07406,175.5,1098,0.351001,0.35949
1.07405,176,1094.5,0.351261,0.363156
1.07405,175.5,1099.88,0.349928,0.361138
1.07404,177.5,1099.6,0.349271,0.365086
1.07404,178,1100.75,0.348387,0.364321
1.07201,178,1100.75,0.348227,0.364321
1.07198,250,1127.5,0.379666,0.362949
1.07197,250,1133.28,0.380976,0.3879
1.07197,250,1131.28,0.381049,0.387394
1.07196,250.45,1130.5,0.381072,0.396995
1.07196,250,1129.25,0.378288,0.396147
1.07195,250,1122,0.370415,0.391062
1.07195,250.025,1114.6,0.372681,0.387337
1.07195,175.5,1118,0.276662,0.384243
1.07194,176.25,1120.75,0.276145,0.288879
1.07194,175.075,1121.22,0.271482,0.29137
1.07193,178,1118.5,0.270917,0.282676
1.07193,180.25,1118,0.265104,0.275438
1.07193,180.25,1117,0.265031,0.274087
1.07193,179.349,1116.5,0.265063,0.275283
1.07191,254.325,1114.72,0.259533,nan
1.0719,254.3,1112.05,0.258933,0.269269
1.07188,254.325,1116.65,0.260148,nan
1.07186,255.95,1111.88,0.261451,nan
1.07186,255.951,1114,0.261693,nan
1.07185,180.501,1113.95,0.261693,0.273708
1.07185,180.451,1112.45,0.261856,0.271482
1.07185,180.5,1112.25,0.260337,0.271377
1.07183,180.451,1110.5,0.260529,0.265733
1.07182,180.5,1111,0.260541,0.266776
1.07182,180.451,1111.47,0.259046,0.267658
1.07182,180.5,1112.75,0.259078,0.266543
1.07182,180.501,1112.5,0.259019,0.266216
1.07181,180.451,1111,0.259025,0.263875
1.07181,180.501,1113.5,0.259403,0.267674
1.0718,180.452,1114,0.259416,0.269327
1.07179,180.502,1112.5,0.259425,0.266885
1.07179,180.452,1111.55,0.259476,0.265536
1.07178,180.502,1111.45,0.25314,0.265363
1.07178,180.503,1110,0.253018,0.262272
1.07178,180.502,1111,0.253004,0.26359
1.07171,180.502,1109.5,0.252987,0.26359
1.07171,180.452,1107.2,0.253308,0.257726
1.0717,180.5,1104.3,0.253878,0.265583
1.0717,179.3,1099.58,0.25504,0.262324
1.07169,179.05,1099.55,0.254334,0.265196
1.07169,178.055,1098.7,0.254212,0.264838
1.07169,180.455,1103.95,0.255475,0.266954
1.07168,180.505,1105.42,0.253668,0.259831
1.07165,181.95,1107.5,0.253704,0.267814
1.07161,181.951,1107,0.253715,0.267106
1.07157,181.75,1105.62,0.252651,0.265472
1.07156,180,1104.17,0.252791,0.265242
1.07156,181.901,1104.1,0.252783,0.260924
1.07156,181.5,1102.28,0.253011,0.259052
1.07155,172,1104.75,0.253332,0.262126
1.07153,181.951,1105.78,0.253059,0.264463
1.07152,181.201,1104.53,0.253074,0.26376
1.07151,180,1104.55,0.253072,0.266655
1.07151,176.5,1105.55,0.253117,0.264656
1.07145,181,1107.53,0.253222,0.268971
1.07144,180.95,1107.5,0.253113,0.26926
1.07144,181,1107.7,0.25299,0.257425
1.07143,181,1108.75,0.252845,0.257425
1.07142,182,1108.97,0.252773,0.268319
1.07142,182.5,1108.5,0.251768,0.266256
1.07141,183,1107.28,0.251863,0.26117
1.0714,182,1105.85,0.25198,0.261516
1.07138,182,1101.75,0.253082,0.261516
1.07137,181,1100.53,0.253169,0.258136
1.07136,178,1099.53,0.252072,0.263856
1.07136,171,1099.55,0.250453,0.26641
1.07136,170,1099.58,0.250448,0.26557
1.07136,170.5,1100.5,0.246759,0.265793
1.07135,178,1103.25,0.244492,0.256754
1.07134,181,1103,0.244493,0.256564
1.07132,170.5,1103.25,0.243592,0.258127
1.07131,170,1099.9,0.244039,0.252366
1.0713,178,1098.5,0.243188,0.255837
1.0713,179.87,1097.75,0.243185,0.248588
1.0713,180.201,1098.5,0.243222,0.248943
1.07123,255,1107.5,0.247536,nan
1.0638,257.55,1095,0.257589,nan
1.06375,257.5,1099.53,0.258182,nan
1.06373,224.95,1100.05,0.252722,0.269195
1.06372,170.05,1101.65,0.234418,0.2605
1.06372,167.55,1096.08,0.234602,0.245001
1.06371,165,1092.47,0.233826,0.245927
1.06369,145.55,1084.03,0.238514,0.242249
1.06368,147.6,1082.25,0.238574,0.244168
1.06368,145.55,1082.15,0.23794,0.248971
1.06367,150,1082.35,0.237951,0.249295
1.06367,150.05,1084.12,0.230317,0.251812
1.06367,150,1083.72,0.230275,0.236086
1.06366,155,1087.97,0.231621,0.242324
1.06366,155.5,1087.95,0.230602,0.243795
1.06366,212.45,1087.88,0.229888,nan
1.06365,207.45,1083.78,0.23075,nan
1.06364,212.45,1082.75,0.230389,nan
1.06364,212.45,1083.53,0.230444,nan
1.06364,212.95,1086.85,0.23123,0.245816
1.06363,150.5,1086.12,0.231252,0.240289
1.06363,212.95,1088.33,0.231569,nan
1.06362,212.955,1088.58,0.23157,0.238825
1.06362,213.2,1088.55,0.231533,0.238211
1.06359,213.45,1088.72,0.231461,nan
1.06359,213.455,1088.5,0.231065,nan
1.06358,159.905,1088.3,0.231037,0.244604
1.06358,160.505,1089.78,0.231167,0.245345
1.06358,163.255,1088.92,0.231123,0.237832
1.06357,163.005,1090.4,0.22804,0.240552
1.06357,163.495,1090.05,0.228046,0.232704
1.06357,162.48,1089.25,0.227936,0.233915
1.06356,163.505,1089.75,0.227373,0.23202
1.06356,163.188,1088.5,0.227472,0.241585
1.06356,163.438,1088.55,0.226614,0.241266
1.06355,162.469,1088.5,0.224436,0.241767
1.06355,163.445,1087.8,0.224461,0.234065
1.06353,161.695,1086.5,0.224449,0.236301
1.06353,163.655,1086.3,0.224449,0.231348
1.06353,160.808,1086.55,0.164386,0.238446
1.06353,160.373,1086.6,0.160763,0.179224
1.06352,163.565,1088.18,0.160918,0.166839
1.06352,163.6,1088.28,0.160926,0.167224
1.06352,160.937,1087.78,0.160854,0.172855
1.06352,163.7,1088.72,0.156288,nan
1.06352,162.846,1088.47,0.151016,0.17218
1.06351,162.899,1088.53,0.149613,nan
1.06351,162.822,1089.25,0.148751,nan
1.06351,154,1089.47,0.148718,nan
1.0635,164,1092.83,0.149521,nan
1.0635,164,1092.75,0.149515,nan
1.0635,164,1092.47,0.149451,nan
1.06349,156.5,1092.75,0.149468,0.156718
1.06346,151.5,1081.25,0.162882,0.162445
1.06345,151.505,1086.03,0.164931,0.172621
1.06344,152,1087.62,0.162985,nan
1.06343,151,1088.58,0.161087,0.178049
1.06343,153.5,1088.53,0.160543,nan
1.06343,152.5,1090.5,0.161039,nan
1.06342,149.5,1088.3,0.161286,0.165319
1.06341,148.005,1089.5,0.161491,nan
1.06341,147.855,1089.53,0.161254,0.172142
1.0634,150.85,1091.03,0.1615,0.166836
1.0634,149.005,1091.12,0.161465,0.171948
1.0634,149.505,1091.08,0.161254,nan
1.0634,150.005,1091.03,0.161256,nan
1.06339,151.005,1091.75,0.161166,0.16763
1.06339,153,1091,0.160479,nan
1.06338,153,1090.9,0.160431,nan
1.06338,153.5,1091.38,0.160307,nan
1.06337,153,1087.53,0.161641,nan
1.06336,152.85,1087.42,0.161641,nan
1.06334,152.25,1088.5,0.161654,0.172259
1.06333,149.01,1087.4,0.161595,nan
1.06332,148.01,1087.53,0.161438,0.168791
1.06332,148.011,1087.9,0.161019,0.169069
1.06331,147.511,1088.53,0.160319,nan
1.06331,146.961,1088.05,0.158151,0.169609
1.06328,147.95,1086.9,0.158267,0.173105
1.06328,146.99,1086.53,0.158217,0.163025
1.06327,154,1086.35,0.155186,0.169849
1.06327,149.5,1086.25,0.154904,0.162455
1.06326,149.25,1086.33,0.154378,nan
1.06326,148.701,1086.38,0.154373,0.162973
1.06326,148.95,1085.53,0.154272,0.161012
1.06325,149.45,1084.5,0.15418,nan
1.06325,148.701,1085.15,0.154253,0.160636
1.06325,154.25,1083.75,0.154129,0.16926
1.06324,145.15,1084.3,0.153441,nan
1.06324,143.15,1083.03,0.153414,0.157137
1.06323,152.15,1083.53,0.153349,0.160283
1.06322,147.15,1084.25,0.153434,0.161292
1.0632,148.15,1084.38,0.153296,0.159248
1.06317,143.15,1079.62,0.155058,nan
1.06316,145.65,1079.62,0.155059,nan
1.06315,152.15,1077.45,0.155445,0.166131
1.06315,143.15,1077.22,0.155262,0.164171
1.06315,145.65,1076.53,0.155255,0.168698
1.06315,145.15,1076.53,0.15526,nan
1.06313,146.5,1083.5,0.160783,nan
1.06313,153,1082,0.16081,0.170546
1.06312,155,1083.97,0.15974,0.168876
1.06311,155,1081.5,0.160193,0.168876
1.06302,246.5,1075.88,0.163255,0.1755
1.06106,246.5,1075.88,0.163253,0.1755
1.06103,240,1090.33,0.18405,nan
1.06102,241,1088,0.18441,nan
1.06102,166,1078.97,0.190769,0.193863
1.06102,167.5,1080.72,0.191109,0.205606
1.06102,168.5,1085.12,0.192943,0.198682
1.06101,168,1081.78,0.192974,0.198474
1.061,168,1079.5,0.193237,0.206988
1.061,169,1081.28,0.193535,0.207799
1.06098,169,1076,0.195753,0.200564
1.06098,169,1076.5,0.188539,0.205731
1.06097,169,1083.45,0.179751,0.201706
1.06097,169,1087.3,0.179248,nan
1.06097,169,1087.88,0.179255,0.189975
1.06096,169,1088.5,0.179037,nan
1.06096,169,1088.72,0.176257,nan
1.06095,168.95,1090.9,0.175526,0.188868
1.06095,169,1092.75,0.168828,0.19022
1.06095,170.5,1091.45,0.168671,nan
1.06095,170.505,1092.22,0.168714,nan
1.06095,170.505,1092.75,0.168732,nan
1.06094,170.505,1092.5,0.168454,nan
1.06094,170.505,1092.28,0.168441,nan
1.06094,170.505,1092.6,0.166678,nan
1.06093,170.505,1095.33,0.167388,nan
1.06092,170.505,1102.28,0.171948,nan
1.06092,179,1103.75,0.170334,nan
1.06091,181.5,1103,0.170274,nan
1.06091,181.5,1101.22,0.170599,nan
1.0609,177,1101.25,0.169593,nan
1.0609,177,1101.35,0.169521,0.185173
1.06089,177,1100.55,0.169173,nan
1.06089,177,1102.47,0.169488,0.174027
1.06089,177,1103.33,0.169536,nan
1.06088,177,1106.92,0.170679,nan
1.06088,177,1106.88,0.170669,nan
1.06088,174,1109.5,0.171224,nan
1.06087,173.995,1110.88,0.171193,0.187429
1.06085,171.495,1104.25,0.175405,nan
1.06084,166.495,1103,0.175405,0.18852
1.06084,168.995,1104.92,0.175687,0.185644
1.06083,168.995,1101.78,0.176599,nan
1.06081,168.995,1090.75,0.187746,0.189194
1.06081,168.995,1096.2,0.190178,0.196018
1.06081,168.995,1093.22,0.190977,0.196177
1.0608,168.995,1094.22,0.191056,0.199342
1.0608,162.5,1090.03,0.192568,0.196528
1.06079,162.5,1084,0.19557,0.202248
1.06079,160,1083.03,0.195645,0.200829
1.06079,157.5,1083.35,0.195649,0.207405
1.06078,166.495,1088,0.197512,0.20498
1.06077,166.495,1089.5,0.197492,0.210992
1.06077,157.5,1088.97,0.197516,0.207756
1.06077,154.005,1086.12,0.198183,0.211757
1.06076,149.005,1083.53,0.198665,0.209159
1.06075,154.005,1084.88,0.198825,0.212155
1.06075,151.505,1084.65,0.198828,0.206202
1.06073,153,1084.38,0.198783,0.214104
1.06073,153.5,1084.17,0.198779,0.212529
1.06073,157.5,1084.38,0.197805,0.203328
1.06073,157.505,1084.15,0.197807,0.212899
1.0607,155,1085.47,0.197969,0.208987
1.06069,155,1083.03,0.198441,0.205614
1.06068,153.5,1084,0.187038,0.211578
1.06068,154,1082.88,0.185075,0.197817
1.06067,153.5,1082.6,0.184836,0.194673
1.06066,154.05,1083.45,0.18482,0.194179
1.06065,153.05,1082.75,0.184859,0.195461
1.06065,154.05,1083.25,0.184512,0.193919
1.06063,152.55,1082.72,0.184115,0.195998
1.06061,152.05,1083.2,0.183997,0.197112
1.0606,152.55,1080.75,0.184521,0.191985
1.0606,152.05,1081,0.184304,0.194595
1.0606,151.5,1080.25,0.184341,0.194338
1.06059,152.05,1082,0.184652,0.195742
1.06058,150.05,1082.15,0.184656,0.189451
1.06057,150.05,1082.92,0.184665,0.190633
1.06057,153,1082.57,0.184631,0.195
1.06056,152.55,1082.53,0.184631,0.195924
1.06056,154.5,1082.25,0.184607,0.19087
1.06052,153,1082.47,0.183307,0.194728
1.0605,150,1077.8,0.185274,0.192238
1.06049,152.5,1077.75,0.185151,0.190156
1.06049,152.25,1077.47,0.185062,0.190095
1.06048,152,1076.45,0.185138,0.188988
1.06048,150.5,1075.55,0.185177,0.191372
1.06048,146,1077.45,0.1855,0.193075
1.06048,150,1077.62,0.185494,0.196351
1.06047,148.5,1077.22,0.1854,0.199297
1.06047,149.005,1077.65,0.185416,0.198547
1.06046,149.25,1077.5,0.185416,0.197775
1.06045,149.005,1077.35,0.185416,0.198131
1.06041,149.255,1075.28,0.18578,0.194467
1.06041,147.5,1074.17,0.18587,0.197728
1.0604,148,1073.95,0.185821,0.196395
1.0604,147.5,1074.2,0.185753,0.197846
1.06038,148,1073.03,0.18581,0.194806
1.06038,148,1073.8,0.185726,0.196052
1.06038,149.5,1074.15,0.185707,0.192848
1.06036,149.5,1067.97,0.18899,0.195669
1.06036,148,1066.15,0.189214,0.203153
1.06036,148,1066.25,0.189151,0.203746
1.06036,149.5,1066.5,0.189159,0.200438
1.06035,149.505,1066.03,0.18725,0.199764
1.06028,247.005,1075,0.194702,0.203033
1.05832,247.005,1075,0.194298,0.203033
1.05829,247.005,1075,0.194294,0.203033
1.05828,154,1072,0.195037,0.207827
1.05828,162,1074,0.195402,0.205129
1.05827,154,1067.28,0.194974,0.203233
1.05827,154,1067.25,0.194813,0.202342
1.05826,149,1063,0.195923,0.207795
1.05826,154,1063.05,0.195469,0.210083
1.05826,149.5,1063.53,0.192849,0.208664
1.05825,154.5,1064.05,0.192884,0.20417
1.05824,154.5,1076.58,0.188566,0.198683
1.05823,154.5,1074.15,0.188619,0.198342
1.05823,149.5,1072.75,0.181466,0.196397
1.05823,159.499,1075.1,0.181709,0.185553
1.05822,159.999,1082.33,0.184806,0.195675
1.05822,149.499,1081.88,0.183799,0.190459
1.05822,154.5,1081.7,0.183318,0.188178
1.05822,154.5,1082.08,0.183041,0.187784
1.05822,159.5,1081.62,0.180416,0.198454
1.05822,159.5,1079.05,0.181039,0.189339
1.05821,159.5,1076.95,0.176826,0.187442
1.0582,159.5,1081.4,0.177329,0.185725
1.0582,159.5,1084.72,0.178373,nan
1.0582,161,1086.33,0.178583,nan
